id,form_id,name,form_name,type1,type2,hp,attack,defense,special_attack,special_defense,speed,bst,ability1,ability2,hidden_ability,egg_group1,egg_group2,growth_rate,catch_rate,base_exp
OKIDOGI,0,Okidogi,,POISON,FIGHTING,88,128,115,58,86,80,555,TOXICCHAIN,,GUARDDOG,Undiscovered,,Slow,3,278
OMANYTE,0,Omanyte,,ROCK,WATER,35,40,100,90,55,35,355,SWIFTSWIM,SHELLARMOR,WEAKARMOR,Water1,Water3,Medium,45,71
OMASTAR,0,Omastar,,ROCK,WATER,70,60,125,115,70,55,495,SWIFTSWIM,SHELLARMOR,WEAKARMOR,Water1,Water3,Medium,45,173
ONIX,0,Onix,,ROCK,GROUND,50,60,150,30,45,65,400,ROCKHEAD,STURDY,WEAKARMOR,Mineral,,Medium,65,77
ORANGURU,0,Oranguru,,NORMAL,PSYCHIC,90,60,80,90,110,60,490,INNERFOCUS,TELEPATHY,SYMBIOSIS,Field,,Slow,45,172
ORBEETLE,0,Orbeetle,,BUG,PSYCHIC,60,45,110,80,120,90,505,SWARM,FRISK,TELEPATHY,Bug,,Medium,45,253
ORICORIO,0,Oricorio,,FIRE,FLYING,75,70,70,98,70,93,476,DANCER,,SPEEDBOOST,Flying,,Medium,45,167
ORICORIO_1,1,Oricorio,,ELECTRIC,FLYING,75,70,70,98,70,93,476,DANCER,,TEMPOBOOST,Flying,,Medium,45,167
ORICORIO_2,2,Oricorio,,PSYCHIC,FLYING,75,70,70,98,70,93,476,DANCER,,UNAWARE,Flying,,Medium,45,167
ORICORIO_3,3,Oricorio,,GHOST,FLYING,75,70,70,98,70,93,476,DANCER,,PASTELVEIL,Flying,,Medium,45,167
ORTHWORM,0,Orthworm,,STEEL,,70,85,145,60,55,65,480,EARTHEATER,,SANDVEIL,Field,,Slow,25,240
OSHAWOTT,0,Oshawott,,WATER,,55,55,45,63,45,45,308,TORRENT,,SHELLARMOR,Field,,Parabolic,45,62
OVERQWIL,0,Overqwil,,DARK,POISON,105,115,95,65,75,55,510,POISONTOUCH,PRESSURIZE,DISHEARTEN,Water2,,Medium,45,179
PACHIRISU,0,Pachirisu,,ELECTRIC,,60,45,70,45,90,95,405,RUNAWAY,PICKUP,VOLTABSORB,Field,Fairy,Medium,200,142
PALAFIN,0,Palafin,,WATER,,100,70,72,53,62,100,457,ZEROTOHERO,,,Field,Water2,Slow,45,160
PALAFIN_1,1,Palafin,,WATER,,100,160,97,106,87,100,650,ZEROTOHERO,,,Field,Water2,Slow,45,228
PALKIA,0,Palkia,,WATER,DRAGON,90,120,100,150,120,100,680,PRESSURE,,TELEPATHY,Undiscovered,,Slow,3,340
PALKIA_1,1,Palkia,,WATER,DRAGON,90,100,100,150,120,120,680,PRESSURE,,TELEPATHY,Undiscovered,,Slow,3,340
PALOSSAND,0,Palossand,,GHOST,GROUND,85,75,110,100,75,35,480,WATERCOMPACTION,,SANDVEIL,Amorphous,,Medium,60,168
PALPITOAD,0,Palpitoad,,WATER,SOUND,75,65,55,65,55,69,384,SWIFTSWIM,AMPLIFY,WATERABSORB,Water1,,Parabolic,120,134
PANCHAM,0,Pancham,,FIGHTING,,67,82,62,46,48,43,348,IRONFIST,MOLDBREAKER,SCRAPPY,Field,Humanlike,Medium,220,70
PANGORO,0,Pangoro,,FIGHTING,DARK,95,124,78,69,71,58,495,IRONFIST,MOLDBREAKER,SCRAPPY,Field,Humanlike,Medium,65,173
PANGSHI,0,Pangshi,,NORMAL,GHOST,110,95,70,40,85,50,450,TAGCURSE,,SHADOWTAG,Amorphous,Mineral,Fast,75,130
PANPOUR,0,Panpour,,WATER,,50,53,48,53,48,64,316,GLUTTONY,,TORRENT,Field,,Medium,190,63
PANSAGE,0,Pansage,,GRASS,,50,53,48,53,48,64,316,GLUTTONY,,OVERGROW,Field,,Medium,190,63
PANSEAR,0,Pansear,,FIRE,,50,53,48,53,48,64,316,GLUTTONY,,BLAZE,Field,,Medium,190,63
PARA,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
PARAS,0,Paras,,BUG,GRASS,35,70,55,45,55,25,285,EFFECTSPORE,DRYSKIN,DAMP,Bug,Grass,Medium,190,57
PARASECT,0,Parasect,,BUG,GRASS,60,95,80,60,80,30,405,EFFECTSPORE,DRYSKIN,DAMP,Bug,Grass,Medium,75,142
PASSIMIAN,0,Passimian,,FIGHTING,,100,120,90,40,60,80,490,RECEIVER,,DEFIANT,Field,,Slow,45,172
PATRAT,0,Patrat,,NORMAL,,45,55,39,35,39,42,255,RUNAWAY,KEENEYE,ANALYTIC,Field,,Medium,255,51
PAWMI,0,Pawmi,,ELECTRIC,,45,50,20,40,25,60,240,STATIC,NATURALCURE,IRONFIST,Field,,Medium,190,48
PAWMO,0,Pawmo,,ELECTRIC,FIGHTING,60,75,40,50,40,85,350,VOLTABSORB,NATURALCURE,IRONFIST,Field,,Medium,80,123
PAWMOT,0,Pawmot,,ELECTRIC,FIGHTING,70,115,70,70,60,105,490,VOLTABSORB,NATURALCURE,IRONFIST,Field,,Medium,45,245
PAWNIARD,0,Pawniard,,DARK,STEEL,45,85,70,40,40,60,340,DEFIANT,INNERFOCUS,DISHEARTEN,Humanlike,,Medium,120,68
PECHARUNT,0,Pecharunt,,POISON,GHOST,88,88,160,88,88,88,600,POISONPUPPETEER,,,Undiscovered,,Slow,3,300
PECKABONE,0,Peckabone,,GROUND,DARK,60,70,60,50,55,60,355,PICKPOCKET,,SANDVEIL,Flying,Field,Slow,120,117
PELIPPER,0,Pelipper,,WATER,FLYING,80,50,100,95,70,65,460,KEENEYE,DRIZZLE,RAINDISH,Water1,Flying,Medium,45,154
PEPEQUENO,0,Pepequeno,,GRASS,FIRE,40,50,44,60,47,66,307,FLAMEBODY,,DROUGHT,Grass,Dragon,Medium,190,63
PERRSERKER,0,Perrserker,,STEEL,,70,110,100,50,60,50,440,BATTLEARMOR,TOUGHCLAWS,STEELYSPIRIT,Field,,Medium,90,154
PERSAGE,0,Persage,,PSYCHIC,,80,50,70,110,100,50,460,PICKUP,MAGICGUARD,PSYCHICSURGE,Undiscovered,,Medium,255,100
PERSIAN,0,Persian,,NORMAL,,65,70,60,65,65,115,440,LIMBER,TECHNICIAN,UNNERVE,Field,,Medium,90,154
PERSIAN_1,1,Persian,,DARK,,65,60,60,75,65,115,440,FURCOAT,TECHNICIAN,RATTLED,Field,,Medium,90,154
PETILIL,0,Petilil,,GRASS,,45,35,50,70,50,30,280,CHLOROPHYLL,OWNTEMPO,LEAFGUARD,Grass,,Medium,190,56
PHANPY,0,Phanpy,,GROUND,,90,60,60,30,40,50,330,PICKUP,SANDVEIL,SPEEDBOOST,Field,,Medium,120,66
PHANTUMP,0,Phantump,,GHOST,GRASS,43,70,60,50,60,38,321,NATURALCURE,FRISK,HARVEST,Grass,Amorphous,Medium,120,62
PHEROMOSA,0,Pheromosa,,BUG,FIGHTING,71,137,37,137,37,151,570,BEASTBOOST,,,Undiscovered,,Slow,45,285
PHIONE,0,Phione,,WATER,,80,80,80,80,80,80,480,HYDRATION,,,Water1,Fairy,Slow,30,240
PICHU,0,Pichu,,ELECTRIC,,20,40,15,35,35,60,205,STATIC,LIGHTNINGROD,ADAPTABILITY,Undiscovered,,Medium,190,41
PICHUV,0,Pichu,,ELECTRIC,,20,40,15,35,35,60,205,STATIC,,LIGHTNINGROD,Undiscovered,,Medium,190,41
PICHU_2,2,Pichu,,ELECTRIC,,20,40,15,35,35,60,205,STATIC,LIGHTNINGROD,ADAPTABILITY,Undiscovered,,Medium,190,41
PIDGEOT,0,Pidgeot,,NORMAL,FLYING,83,80,75,70,70,101,479,KEENEYE,TANGLEDFEET,BIGPECKS,Flying,,Parabolic,45,240
PIDGEOTTO,0,Pidgeotto,,NORMAL,FLYING,63,60,55,50,50,71,349,KEENEYE,TANGLEDFEET,BIGPECKS,Flying,,Parabolic,120,122
PIDGEOT_1,1,Pidgeot,,NORMAL,FLYING,83,80,80,135,80,121,579,NOGUARD,,NOGUARD,Flying,,Parabolic,45,290
PIDGEY,0,Pidgey,,NORMAL,FLYING,40,45,40,35,35,56,251,KEENEYE,TANGLEDFEET,BIGPECKS,Flying,,Parabolic,255,50
PIDOVE,0,Pidove,,NORMAL,FLYING,50,55,50,36,30,43,264,BIGPECKS,SUPERLUCK,RIVALRY,Flying,,Parabolic,255,53
PIGNITE,0,Pignite,,FIRE,FIGHTING,90,93,55,70,55,55,418,BLAZE,,THICKFAT,Field,,Parabolic,45,146
PIKACHU,0,Pikachu,,ELECTRIC,,35,55,40,50,50,90,320,STATIC,LIGHTNINGROD,ADAPTABILITY,Field,Fairy,Medium,190,112
PIKACHUV,0,Pikachu,,ELECTRIC,,35,55,40,50,50,90,320,STATIC,,LIGHTNINGROD,Field,Fairy,Medium,190,112
PIKACHUX,0,Pikachu,,SOUND,,85,40,65,85,65,90,430,FRIENDGUARD,,,Xenoverse,,Medium,65,105
PIKACHUX_1,1,Pikachu,,FAIRY,,85,40,65,85,65,90,430,FRIENDGUARD,,,Xenoverse,,Medium,65,105
PIKIPEK,0,Pikipek,,NORMAL,FLYING,35,75,30,30,30,65,265,KEENEYE,SKILLLINK,PICKUP,Flying,,Medium,255,53
PILOSWINE,0,Piloswine,,ICE,GROUND,100,100,80,60,60,50,450,OBLIVIOUS,SNOWCLOAK,THICKFAT,Field,,Slow,75,158
PINCURCHIN,0,Pincurchin,,ELECTRIC,,48,101,95,91,85,15,435,LIGHTNINGROD,,ELECTRICSURGE,Water1,Amorphous,Medium,75,152
PINECO,0,Pineco,,BUG,,50,65,90,35,35,15,290,STURDY,,OVERCOAT,Bug,,Medium,190,58
PINSIR,0,Pinsir,,BUG,,65,125,100,55,70,85,500,HYPERCUTTER,MOLDBREAKER,MOXIE,Bug,,Slow,45,175
PINSIR_1,1,Pinsir,,BUG,FLYING,65,155,120,65,90,105,600,AERILATE,,AERILATE,Bug,,Slow,45,210
PIPLUP,0,Piplup,,WATER,,53,51,53,61,56,40,314,TORRENT,,DEFIANT,Water1,Field,Parabolic,45,63
PLUSLE,0,Plusle,,ELECTRIC,,60,50,40,85,75,95,405,PLUS,,LIGHTNINGROD,Fairy,,Medium,200,142
POIPOLE,0,Poipole,,POISON,,67,73,67,73,67,73,420,BEASTBOOST,,,Undiscovered,,Slow,45,210
POLITOED,0,Politoed,,WATER,SOUND,95,75,75,95,100,80,520,WATERABSORB,SYNTHESIZER,DRIZZLE,Water1,,Parabolic,45,250
POLIWAG,0,Poliwag,,WATER,,40,50,50,40,40,80,300,WATERABSORB,DAMP,SWIFTSWIM,Water1,,Parabolic,255,60
POLIWHIRL,0,Poliwhirl,,WATER,,65,65,65,60,50,80,385,WATERABSORB,DAMP,SWIFTSWIM,Water1,,Parabolic,120,135
POLIWRATH,0,Poliwrath,,WATER,FIGHTING,90,105,95,60,90,80,520,WATERABSORB,DAMP,SWIFTSWIM,Water1,,Parabolic,45,255
POLTCHAGEIST,0,Poltchageist,,GRASS,GHOST,40,45,45,74,54,50,308,HOSPITALITY,,HEATPROOF,Mineral,Amorphous,Medium,120,62
POLTCHAGEIST_1,1,Poltchageist,,GRASS,GHOST,40,45,45,74,54,50,308,HOSPITALITY,,HEATPROOF,Mineral,Amorphous,Medium,120,62
POLTEAGEIST,0,Polteageist,,GHOST,,60,65,65,134,114,70,508,WEAKARMOR,,CURSEDBODY,Mineral,Amorphous,Medium,60,178
POLTEAGEIST_1,1,Polteageist,,GHOST,,60,65,65,134,114,70,508,WEAKARMOR,,CURSEDBODY,Mineral,Amorphous,Medium,60,178
PONYTA,0,Ponyta,,FIRE,,50,85,55,50,65,105,410,RUNAWAY,FLASHFIRE,RECKLESS,Field,,Medium,190,82
PONYTAX,0,Ponyta,,FLYING,,50,75,55,75,55,100,410,CLOUDNINE,RATTLED,,Xenoverse,,Medium,100,82
PONYTA_1,1,Ponyta,,PSYCHIC,,50,85,55,50,65,105,410,RUNAWAY,PASTELVEIL,HEALER,Field,,Medium,190,82
POOCHYENA,0,Poochyena,,DARK,,35,55,35,30,30,35,220,RUNAWAY,QUICKFEET,RATTLED,Field,,Medium,255,56
POPPLIO,0,Popplio,,WATER,,50,54,54,66,56,40,320,TORRENT,,LIQUIDVOICE,Water1,Field,Parabolic,45,64
PORYGON,0,Porygon,,NORMAL,,65,60,70,85,75,40,395,TRACE,DOWNLOAD,ANALYTIC,Mineral,,Medium,45,79
PORYGON2,0,Porygon2,,NORMAL,,85,80,90,105,95,60,515,TRACE,DOWNLOAD,ANALYTIC,Mineral,,Medium,45,180
PORYGONWES,0,Porygon-WES,,NORMAL,SOUND,90,60,80,105,85,115,535,TRACE,MAGICGUARD,REVERB,Undiscovered,,Medium,1,100
PORYGONZ,0,Porygon-Z,,NORMAL,,85,80,70,135,75,90,535,ADAPTABILITY,DOWNLOAD,ANALYTIC,Mineral,,Medium,30,268
PRIMARINA,0,Primarina,,WATER,FAIRY,80,74,74,126,116,60,530,TORRENT,,LIQUIDVOICE,Water1,Field,Parabolic,45,265
PRIMEAPE,0,Primeape,,FIGHTING,,65,105,60,60,70,95,455,VITALSPIRIT,ANGERPOINT,DEFIANT,Field,,Medium,75,159
PRINPLUP,0,Prinplup,,WATER,,64,66,68,81,76,50,405,TORRENT,,DEFIANT,Water1,Field,Parabolic,45,142
PROBOPASS,0,Probopass,,ROCK,STEEL,80,45,130,105,135,30,525,LEVITATE,MAGNETPULL,GALVANIZE,Mineral,,Medium,60,184
PSYDUCK,0,Psyduck,,WATER,,50,52,48,65,50,55,320,DAMP,CLOUDNINE,SWIFTSWIM,Water1,Field,Medium,190,64
PUDDI,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
PUMPKABOO,0,Pumpkaboo,,GHOST,GRASS,44,66,70,44,55,56,335,PICKUP,FRISK,,Amorphous,,Medium,120,67
PUMPKABOO_1,1,Pumpkaboo,,GHOST,GRASS,49,66,70,44,55,51,335,PICKUP,FRISK,INSOMNIA,Amorphous,,Medium,120,67
PUMPKABOO_2,2,Pumpkaboo,,GHOST,GRASS,54,66,70,44,55,46,335,PICKUP,FRISK,,Amorphous,,Medium,120,67
PUMPKABOO_3,3,Pumpkaboo,,GHOST,GRASS,59,66,70,44,55,41,335,PICKUP,FRISK,INSOMNIA,Amorphous,,Medium,120,67
PUNCHBUG,0,Punchbug,,BUG,FIGHTING,60,73,85,38,64,15,335,THICKFAT,BATTLEARMOR,NOGUARD,Bug,,Medium,120,130
PUPITAR,0,Pupitar,,ROCK,GROUND,70,84,70,65,70,51,410,SHEDSKIN,,SANDVEIL,Monster,,Slow,45,144
PUPPILLON,0,Puppillon,,DARK,PSYCHIC,30,70,50,30,60,50,290,FRISK,,SHADOWTAG,Amorphous,Humanlike,Medium,190,68
PURRLOIN,0,Purrloin,,DARK,,41,50,37,50,37,66,281,LIMBER,UNBURDEN,PRANKSTER,Field,,Medium,255,56
PURRPOND,0,Purrpond,,WATER,POISON,41,50,37,50,37,66,281,OVERCOAT,STATIC,PRANKSTER,Water1,,Medium,255,56
PURUGLY,0,Purugly,,NORMAL,,71,82,64,64,59,112,452,THICKFAT,OWNTEMPO,DEFIANT,Field,,Fast,75,158
PYROAR,0,Pyroar,,FIRE,SOUND,86,68,72,109,66,106,507,RIVALRY,AMPLIFY,MAJESTICAURA,Field,,Parabolic,65,177
PYROAR_1,1,Pyroar,,FIRE,NORMAL,86,109,72,68,66,106,507,RIVALRY,MOXIE,QUEENLYMAJESTY,Field,,Parabolic,65,177
PYUKUMUKU,0,Pyukumuku,,WATER,,70,60,130,30,130,5,425,INNARDSOUT,,SIMPLE,Water1,,Fast,60,144
PYUKUMUKUX,0,Pyukumuku,,FIGHTING,,65,130,60,10,30,130,425,IRONFIST,,STURDY,Xenoverse,,Fast,45,161
QUAGSIRE,0,Quagsire,,WATER,GROUND,100,85,90,80,65,35,455,DAMP,WATERABSORB,UNAWARE,Water1,Field,Medium,90,151
QUAQUAVAL,0,Quaquaval,,WATER,FIGHTING,85,120,80,85,75,85,530,TORRENT,,MOXIE,Flying,Water1,Parabolic,45,265
QUAXLY,0,Quaxly,,WATER,,55,65,45,50,45,50,310,TORRENT,,MOXIE,Flying,Water1,Parabolic,45,62
QUAXWELL,0,Quaxwell,,WATER,,70,85,65,65,60,65,410,TORRENT,,MOXIE,Flying,Water1,Parabolic,45,144
QUILAVA,0,Quilava,,FIRE,NORMAL,58,69,65,75,58,80,405,BLAZE,,FLASHFIRE,Field,,Parabolic,45,142
QUILLADIN,0,Quilladin,,GRASS,,61,78,95,56,58,57,405,OVERGROW,,BULLETPROOF,Field,,Parabolic,45,142
QWILFISH,0,Qwilfish,,WATER,POISON,65,105,85,55,65,85,460,IRONBARBS,SWIFTSWIM,INTIMIDATE,Water2,,Medium,45,88
QWILFISH_1,1,Qwilfish,,DARK,POISON,75,95,95,55,55,85,460,POISONPOINT,SWIFTSWIM,DISHEARTEN,Water2,,Medium,45,88
RABOOT,0,Raboot,,FIRE,,65,86,60,55,60,94,420,BLAZE,,LIBERO,Field,Humanlike,Parabolic,45,147
RABSCA,0,Rabsca,,BUG,PSYCHIC,75,50,85,115,100,45,470,SYNCHRONIZE,,TELEPATHY,Bug,,Fast,45,165
RAGINGBOLT,0,Raging Bolt,,ELECTRIC,DRAGON,125,73,91,137,89,75,590,PROTOSYNTHESIS,,,Undiscovered,,Slow,10,295
RAICHU,0,Raichu,,ELECTRIC,,70,95,55,95,80,110,505,STATIC,LIGHTNINGROD,ADAPTABILITY,Field,Fairy,Medium,75,243
RAICHUV,0,Raichu,,ELECTRIC,,60,90,55,90,80,110,485,STATIC,,LIGHTNINGROD,Field,Fairy,Medium,75,243
RAICHUX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
RAICHU_1,1,Raichu,,ELECTRIC,PSYCHIC,70,85,50,105,85,110,505,SURGESURFER,LIGHTNINGROD,ADAPTABILITY,Field,Fairy,Medium,75,243
RAIKOU,0,Raikou,,ELECTRIC,,90,85,75,115,100,115,580,PRESSURE,,INNERFOCUS,Undiscovered,,Slow,3,290
RAITORA,0,Raitora,,NORMAL,ELECTRIC,95,95,80,60,70,50,450,MOTORDRIVE,,SHEERFORCE,Field,,Slow,45,80
RALTS,0,Ralts,,PSYCHIC,FAIRY,28,25,25,45,35,40,198,SYNCHRONIZE,TRACE,TELEPATHY,Humanlike,Amorphous,Slow,235,40
RALTS_1,1,Ralts,,DARK,FAIRY,28,25,25,45,40,35,198,FRISK,TRACE,SERENEGRACE,Humanlike,Amorphous,Slow,235,40
RAMPARDOS,0,Rampardos,,ROCK,,97,165,60,65,50,58,495,MOLDBREAKER,,SHEERFORCE,Monster,,Erratic,45,173
RAPIDASH,0,Rapidash,,FIRE,,65,105,70,65,80,125,510,STRIKER,FLASHFIRE,FLAMEBODY,Field,,Medium,60,175
RAPIDASHX,0,Rapidash,,FLYING,,65,95,70,95,70,115,510,CLOUDNINE,CLOUDBURST,,Xenoverse,,Medium,60,82
RAPIDASHX_1,1,Rapidash,,ELECTRIC,,65,110,70,110,70,135,560,CLOUDNINE,CLOUDBURST,,Xenoverse,,Medium,60,82
RAPIDASH_1,1,Rapidash,,PSYCHIC,FAIRY,65,105,70,65,80,125,510,STRIKER,PASTELVEIL,HEALER,Field,,Medium,60,175
RATICATE,0,Raticate,,NORMAL,,60,96,60,50,70,97,433,STRONGJAW,GUTS,HUSTLE,Field,,Medium,127,145
RATICATE_1,1,Raticate,,DARK,NORMAL,75,71,70,40,80,77,413,GLUTTONY,HUSTLE,THICKFAT,Field,,Medium,127,145
RATTATA,0,Rattata,,NORMAL,,30,56,35,25,35,72,253,RUNAWAY,GUTS,HUSTLE,Field,,Medium,255,51
RATTATA_1,1,Rattata,,DARK,NORMAL,30,56,35,25,35,72,253,GLUTTONY,HUSTLE,THICKFAT,Field,,Medium,255,51
RAYQUAZA,0,Rayquaza,,DRAGON,FLYING,105,150,90,150,90,95,680,AIRLOCK,,,Undiscovered,,Slow,45,340
RAYQUAZA_1,1,Rayquaza,,DRAGON,FLYING,105,180,100,180,100,115,780,DELTASTREAM,,DELTASTREAM,Undiscovered,,Slow,45,390
REGICE,0,Regice,,ICE,,80,50,100,100,200,50,580,CLEARBODY,,ICEBODY,Undiscovered,,Slow,3,290
REGIDRAGO,0,Regidrago,,DRAGON,,200,100,50,100,50,80,580,DRAGONSMAW,,,Undiscovered,,Slow,3,290
REGIELEKI,0,Regieleki,,ELECTRIC,,80,100,50,100,50,200,580,TRANSISTOR,,,Undiscovered,,Slow,3,290
REGIGIGAS,0,Regigigas,,NORMAL,,110,160,110,80,110,100,670,SLOWSTART,,,Undiscovered,,Slow,3,335
REGIROCK,0,Regirock,,ROCK,,80,100,200,50,100,50,580,CLEARBODY,,STURDY,Undiscovered,,Slow,3,290
REGISTEEL,0,Registeel,,STEEL,,80,75,150,75,150,50,580,CLEARBODY,,LIGHTMETAL,Undiscovered,,Slow,3,290
REINDEAR,0,Reindear,,FAIRY,,76,20,77,35,78,53,339,VITALSPIRIT,,CUTECHARM,Field,Fairy,Medium,255,64
REINDIGO,0,Reindigo,,FAIRY,DARK,110,128,90,54,108,78,568,DEFEATIST,,,Field,Fairy,Medium,120,64
RELICANTH,0,Relicanth,,WATER,ROCK,100,90,130,45,65,55,485,SWIFTSWIM,ROCKHEAD,STURDY,Water1,Water2,Slow,25,170
RELLOR,0,Rellor,,BUG,,41,50,60,31,58,30,270,COMPOUNDEYES,,SHEDSKIN,Bug,,Fast,190,54
REMORAID,0,Remoraid,,WATER,,35,65,35,65,35,65,300,HUSTLE,SNIPER,MOODY,Water1,Water2,Medium,190,60
RESHIRAM,0,Reshiram,,DRAGON,FIRE,100,120,100,150,120,90,680,TURBOBLAZE,,,Undiscovered,,Slow,3,340
REUNICLUS,0,Reuniclus,,PSYCHIC,,110,65,75,125,85,30,490,OVERCOAT,MAGICGUARD,REGENERATOR,Amorphous,,Parabolic,50,245
REVAVROOM,0,Revavroom,,STEEL,POISON,80,119,90,54,67,90,500,OVERCOAT,,FILTER,Mineral,,Medium,75,175
REVAVROOM_1,1,Revavroom,,FIRE,,80,119,90,54,67,90,500,SPEEDBOOST,,FILTER,Mineral,,Medium,75,175
REVAVROOM_2,2,Revavroom,,FAIRY,,80,119,90,54,67,90,500,MISTYSURGE,,FILTER,Mineral,,Medium,75,175
REVAVROOM_3,3,Revavroom,,FIGHTING,,80,119,90,54,67,90,500,STAMINA,,FILTER,Mineral,,Medium,75,175
REVAVROOM_4,4,Revavroom,,POISON,,80,119,90,54,67,90,500,TOXICDEBRIS,,FILTER,Mineral,,Medium,75,175
REVAVROOM_5,5,Revavroom,,DARK,,80,119,90,54,67,90,500,INTIMIDATE,,FILTER,Mineral,,Medium,75,175
REVERBERIX,0,Reverberix,,ROCK,SOUND,75,30,90,95,115,105,510,SYNTHESIZER,WEAKARMOR,SOULSONG,Mineral,,Medium,25,179
REXQUIEM,0,Rexquiem,,GROUND,DARK,100,121,80,59,90,80,530,DUSTDEVIL,,RAPTOR,Flying,Field,Slow,45,247
RHYDON,0,Rhydon,,GROUND,ROCK,105,130,120,45,45,40,485,LIGHTNINGROD,ROCKHEAD,RECKLESS,Monster,Field,Slow,60,170
RHYHORN,0,Rhyhorn,,GROUND,ROCK,80,85,95,30,30,25,345,LIGHTNINGROD,ROCKHEAD,RECKLESS,Monster,Field,Slow,120,69
RHYPERIOR,0,Rhyperior,,GROUND,ROCK,115,140,130,55,55,40,535,LIGHTNINGROD,SOLIDROCK,RECKLESS,Monster,Field,Slow,30,268
RIBOMBEE,0,Ribombee,,BUG,FAIRY,60,55,60,95,70,124,464,HARVEST,SHIELDDUST,SWEETVEIL,Bug,Fairy,Medium,75,162
RILLABOOM,0,Rillaboom,,GRASS,,100,125,90,60,70,85,530,OVERGROW,,GRASSYSURGE,Field,Grass,Parabolic,45,265
RIOLU,0,Riolu,,FIGHTING,,40,70,40,35,40,60,285,STEADFAST,INNERFOCUS,PRANKSTER,Undiscovered,,Parabolic,75,57
ROARINGMOON,0,Roaring Moon,,DRAGON,DARK,105,139,71,55,101,119,590,PROTOSYNTHESIS,,,Undiscovered,,Slow,10,295
ROCKAPYE,0,Rockapye,,NORMAL,ROCK,60,70,80,40,60,55,365,PICKUP,,ADAPTABILITY,Humanlike,Field,Medium,190,53
ROCKAPYE_1,1,Rockapye,,NORMAL,ROCK,60,70,80,40,60,55,365,PICKUP,,ADAPTABILITY,Humanlike,Field,Medium,190,53
ROCKRUFF,0,Rockruff,,ROCK,,45,65,40,30,40,60,280,KEENEYE,VITALSPIRIT,STEADFAST,Field,,Medium,190,56
ROCKRUFF_2,2,Rockruff,,ROCK,,45,65,40,30,40,60,280,OWNTEMPO,,OWNTEMPO,Field,,Medium,190,56
ROGGENROLA,0,Roggenrola,,ROCK,,55,25,85,75,25,15,280,STURDY,WEAKARMOR,SOLARPOWER,Mineral,,Parabolic,255,56
ROLYCOLY,0,Rolycoly,,ROCK,,30,40,50,40,50,30,240,STEAMENGINE,HEATPROOF,FLASHFIRE,Mineral,,Parabolic,255,48
ROOKIDEE,0,Rookidee,,FLYING,,38,47,35,33,35,57,245,KEENEYE,UNNERVE,BIGPECKS,Flying,,Parabolic,255,49
ROSELIA,0,Roselia,,GRASS,POISON,50,60,45,100,80,65,400,NATURALCURE,POISONPOINT,LEAFGUARD,Fairy,Grass,Parabolic,150,140
ROSELIAX,0,Roselia,,SOUND,POISON,50,56,45,104,80,85,420,SERENEGRACE,,,Undiscovered,,Slow,1,100
ROSERADE,0,Roserade,,GRASS,POISON,60,70,65,125,105,90,515,NATURALCURE,POISONPOINT,TECHNICIAN,Fairy,Grass,Parabolic,75,258
ROSERADEX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
ROTOM,0,Rotom,,ELECTRIC,GHOST,50,50,77,95,77,91,440,LEVITATE,,ELECTRICSURGE,Amorphous,,Medium,45,154
ROTOM_1,1,Rotom,,ELECTRIC,FIRE,50,65,107,105,107,86,520,LEVITATE,,CONFLAGRATE,Amorphous,,Medium,45,182
ROTOM_2,2,Rotom,,ELECTRIC,WATER,50,65,107,105,107,86,520,LEVITATE,,STORMDRAIN,Amorphous,,Medium,45,182
ROTOM_3,3,Rotom,,ELECTRIC,ICE,50,65,107,105,107,86,520,LEVITATE,,REFRIGERATE,Amorphous,,Medium,45,182
ROTOM_4,4,Rotom,,ELECTRIC,FLYING,50,65,107,105,107,86,520,WINDPOWER,,MOTORDRIVE,Amorphous,,Medium,45,182
ROTOM_5,5,Rotom,,ELECTRIC,GRASS,50,65,107,105,107,86,520,LEVITATE,,SEEDSOWER,Amorphous,,Medium,45,182
ROTOM_6,6,Rotom,,ELECTRIC,FAIRY,50,65,107,105,107,86,520,LEVITATE,,AROMAVEIL,Amorphous,,Medium,45,182
ROTOM_7,7,Rotom,,ELECTRIC,SOUND,50,65,107,105,107,86,520,LEVITATE,,AMPLIFY,Amorphous,,Medium,45,182
ROTOM_8,8,Rotom,,ELECTRIC,DRAGON,50,65,107,105,107,86,520,EARTHEATER,,INTIMIDATE,Amorphous,,Medium,45,182
ROWLET,0,Rowlet,,GRASS,FLYING,68,55,55,50,50,42,320,OVERGROW,,LONGREACH,Flying,,Parabolic,45,64
RUFFLET,0,Rufflet,,NORMAL,FLYING,70,83,50,37,50,60,350,KEENEYE,SHEERFORCE,HUSTLE,Flying,,Slow,190,70
RUNERIGUS,0,Runerigus,,GROUND,GHOST,58,95,145,50,105,30,483,WANDERINGSPIRIT,,,Mineral,Amorphous,Medium,90,169
